dialogue_id,turn,Model,words,sentences,quest_mark,whq,imper_quest,places_services,simple_quest,sensitive_data,interjections,conditional_vb
1_00008,That sounds like a good choice for me.,1,8,1,0,0,0,0,0,0,0,0
1_00008,"Yes, make a reservation at the restaurant.",0,7,1,0,0,0,0,0,0,0,0
1_00008,I'll reach there at 1:30 pm.,1,7,1,0,0,0,0,0,1,0,0
1_00008,"No, change the time to 7 pm and for one person only.",0,12,1,0,0,0,0,0,1,0,0
1_00008,"No, change it on next friday.",0,6,1,0,0,0,0,0,0,0,0
1_00008,Yes. Sounds good.,1,3,2,0,0,0,0,0,0,0,0
1_00008,What is the address of the restaurant and do the have live music?,1,13,1,1,1,0,0,0,0,0,0
1_00008,"Alright, Thank you.",1,3,1,0,0,0,0,0,0,0,0
1_00010,I'm starving! Can you help me find a restaurant that serves Breakfast in Fairfield?,1,15,2,1,0,0,1,0,0,0,0
1_00010,Is there a band playing there?,0,6,1,1,0,0,0,1,0,0,0
1_00010,That's okay. It will work anyway.,1,7,2,0,0,0,0,0,0,0,0
1_00010,"Yes, I'll need to make a reservation for a table for 2.",0,13,1,0,0,0,0,0,1,0,0
1_00010,Please make it for half past 5 in the evening.,1,10,1,0,0,0,0,0,1,1,0
1_00010,"I'm sorry, I need to change that. I'd like it on the 9th and it will be for 3 people.",1,22,2,0,0,0,0,0,1,1,1
1_00010,I'm sorry. I need to make it on Monday next week at half past 12 in the afternoon.,1,19,2,0,0,0,0,0,1,1,0
1_00010,"Yes, I'm sorry for the confusion. Can you tell me their phone number please?",1,15,2,1,0,0,0,0,0,1,0
1_00010,Great! Thank you so much for your help.,1,8,2,0,0,0,0,0,0,1,0
1_00011,Can you help me find a place to eat at?,0,10,1,1,0,0,0,0,0,0,0
1_00011,"Cupertino, please.",1,2,1,0,0,0,1,0,0,1,0
1_00011,Malaysian sounds good right now.,1,5,1,0,0,0,1,0,0,0,0
1_00011,What's the other one?,0,5,1,1,1,0,0,1,0,0,0
1_00011,Does the restaurant have live music?,0,6,1,1,0,0,0,1,0,0,0
1_00011,Sounds fine to me. Can you help me make a reservation?,1,11,2,1,0,0,0,0,0,0,0
1_00011,"A quarter past 5 in the evening, please.",1,8,1,0,0,0,0,0,1,1,0
1_00011,"No, I'd like it on March 13th.",1,8,1,0,0,0,1,0,1,0,1
1_00011,"No, I'd like it at half past 12 in the afternoon.",1,12,1,0,0,0,0,0,1,0,1
1_00011,"Yes, sounds good.",1,3,1,0,0,0,0,0,0,0,0
1_00011,Does the restaurant serve alcohol?,0,5,1,1,0,0,0,1,0,0,0
1_00011,"Thank you, that's all I need.",1,7,1,0,0,0,0,0,0,0,0
1_00012,"Hello, could you help me search for a place to dine in?",1,12,1,1,0,0,0,0,0,0,1
1_00012,I would prefer a restaurant which serves up Cambodian food in SF.,1,12,1,0,0,0,1,0,0,0,1
1_00012,Are there any alternative restaurants?,0,5,1,1,0,0,0,1,0,0,0
1_00012,"Sure, that sounds great!",1,4,1,0,0,0,0,0,0,1,0
1_00012,"Yes, please do so.",1,4,1,0,0,0,0,0,0,1,0
1_00012,I would prefer to dine in at 19:15.,1,8,1,0,0,0,0,0,1,0,1
1_00012,"Sorry, could you change the booking to 18:30 for 3 people?",1,11,1,1,0,0,0,0,1,1,1
1_00012,That's fine for me. May I know where they are located at?,1,13,2,1,1,0,0,0,0,0,0
1_00012,"No, thank you anyway.",1,4,1,0,0,0,0,0,0,0,0
1_00014,I want to find a restaurant in Albany.,0,8,1,0,0,0,1,0,0,0,0
1_00014,Barbecue is the best.,1,4,1,0,0,0,0,0,0,0,0
1_00014,What is the other option?,0,5,1,1,1,0,0,1,0,0,0
1_00014,Yes that sounds good.,1,4,1,0,0,0,0,0,0,0,0
1_00014,Yes please reserve me a table for the 13th of March.,1,11,1,0,0,0,1,0,1,1,0
1_00014,"5 o""clock in the evening please.",1,8,1,0,0,0,0,0,1,1,0
1_00014,Yes is great.,1,3,1,0,0,0,0,0,0,1,0
1_00014,Thanks for your help.,1,4,1,0,0,0,0,0,0,0,0
1_00014,No that will be all.,1,5,1,0,0,0,0,0,0,0,0
1_00015,Can you pull up a list of places to eat?,0,10,1,1,0,0,0,0,0,0,0
1_00015,Search San Francisco for Asian Fusion food,0,7,1,0,0,1,0,0,0,0,0
1_00015,Is there live music?,0,4,1,1,0,0,0,1,0,0,0
1_00015,Do they serve alcohol? And what's their phone number?,1,10,2,1,1,1,0,0,0,0,0
1_00015,Okay great. Please make a reservation for a party of six.,1,11,2,0,0,0,0,0,0,1,0
1_00015,half past 5 in the evening please.,1,7,1,0,0,0,0,0,1,1,0
1_00015,That's correct. What's the address?,0,7,2,1,1,0,0,0,0,0,0
1_00015,I want a reservation at this restaurant. Can you make it for twelve pm? For four people.,1,17,3,1,0,0,0,0,0,0,0
1_00015,"Yes, thank you. How's the pricing? Low priced?",1,9,3,1,1,0,0,0,0,0,0
1_00015,"Thank you, that is all.",1,5,1,0,0,0,0,0,0,0,0
1_00016,"I'm looking for a good place to get something to eat, can you help?",1,15,1,1,0,0,0,0,0,0,0
1_00016,"Oh, I'm in Oakland. Please find an American restaurant.",1,10,2,0,0,0,1,0,0,1,0
1_00016,Are their prices extravagant? How can I contact them.,1,9,2,1,1,0,0,0,0,0,0
1_00016,"Okay, that sounds good. Can you reserve a table for me?",1,11,2,1,0,0,0,0,0,0,0
1_00016,Please reserve it for six pm.,1,6,1,0,0,0,0,0,0,1,0
1_00016,Yes that's perfect. What's their address? Do they have a live band?,1,14,3,1,1,1,0,0,0,0,0
1_00016,Okay thanks. That'll be all.,1,6,2,0,0,0,0,0,0,0,0
1_00019,Are there any Mexican places in Rohnert Park?,0,8,1,1,0,0,1,0,0,0,0
1_00019,Is it an inexpensive restaurant?,0,5,1,1,0,0,0,1,0,0,0
1_00019,What's their phone number?,0,5,1,1,1,0,0,1,0,0,0
1_00019,Are there any other restaurants? Something like Ramen would be good. I want something that is not very costly.,1,19,3,1,0,0,0,0,0,0,1
1_00019,That would be great!,1,4,1,0,0,0,0,0,0,1,1
1_00019,Make a reservation this morning 11:15 for three people.,0,9,1,0,0,1,0,0,1,0,0
1_00019,That's correct. What's their address?,1,7,2,1,1,0,0,0,0,0,0
1_00019,Is their music live?,0,4,1,1,0,0,0,1,0,0,0
1_00019,Okay. That was all I needed.,1,6,2,0,0,0,0,0,0,0,0
1_00020,I'm getting pretty hungry and need to find a place to eat.,1,13,1,0,0,0,0,0,0,0,0
1_00020,I would like something that I can pick-up in San Fran at any price range.,1,15,1,0,0,0,0,0,0,0,1
1_00020,Do they have music or entertainment? Can I have their phone number?,1,12,2,1,0,1,0,0,0,0,0
1_00020,I am on a budget so I would like something that is inexpensive but serves alcohol. Can you suggest another restaurant with these qualities?,1,24,2,1,0,0,0,0,0,0,1
1_00020,"Yes, that sounds like what I'm looking for.",1,9,1,0,0,0,0,0,0,0,0
1_00020,"Yes, can you make the reservation for two people?",0,9,1,1,0,0,0,0,0,0,0
1_00020,Please make the reservation for the 13th of this month at afternoon 12.,1,13,1,0,0,0,0,0,1,1,0
1_00020,Yes that sounds great. What is the address of the restaurant?,1,11,2,1,1,0,0,0,0,1,0
1_00020,Thank you for all your help.,1,6,1,0,0,0,0,0,0,1,0
1_00020,"No, that was all I needed but thank you.",1,9,1,0,0,0,0,0,0,0,0
1_00021,Can you help me find a restaurant?,0,7,1,1,0,0,0,0,0,0,0
1_00021,I prefer Redwood City.,0,4,1,0,0,0,1,0,0,0,0
1_00021,"I would like Spanish food, economical pricing preferred.",1,8,1,0,0,0,1,0,0,0,1
1_00021,That sounds good.,1,3,1,0,0,0,0,0,0,0,0
1_00021,Yes please make a reservation for four.,1,7,1,0,0,0,0,0,0,1,0
1_00021,Early evening 5:45 pm.,0,4,1,0,0,0,0,0,1,0,0
1_00021,Yes that is correct. Do you have their phone number?,1,10,2,1,0,1,0,0,0,0,0
1_00021,Thank you. That is all for now.,0,7,2,0,0,0,0,0,0,0,0
1_00022,I am looking for a place to eat. Can you find restaurants specializing in Singaporean cuisine near me?,1,18,2,1,0,0,1,0,0,0,0
1_00022,I am looking for restaurants located in Millbrae.,0,8,1,0,0,0,1,0,0,0,0
1_00022,"Great, thanks. What is their phone number? Do they serve alcohol?",1,11,3,1,1,1,0,0,0,0,0
1_00022,"Okay, sounds good.",1,3,1,0,0,0,0,0,0,0,0
1_00022,"Sure, that would be great.",1,5,1,0,0,0,0,0,0,1,1
1_00022,"Eleven in the morning, please.",1,5,1,0,0,0,0,0,0,1,0
1_00022,Yes- that's perfect.,1,4,1,0,0,0,0,0,0,0,0
1_00022,Wonderful. Thanks for your help.,1,5,2,0,0,0,0,0,0,0,0
1_00023,Can you help me find an afforadable place to eat?,0,10,1,1,0,0,0,0,0,0,0
1_00023,Please look for a place in Calistoga.,1,7,1,0,0,0,0,0,0,1,0
1_00023,I'm in the mood for Cambodian food.,1,8,1,0,0,0,1,0,0,0,0
1_00023,"Do you have any other suggestions? Actually, I think I'd prefer Barbecue.",1,13,2,1,0,1,0,0,0,0,1
1_00023,"Yeah, that does work for me.",1,6,1,0,0,0,0,0,0,0,0
1_00023,"Yeah, please make me a reservation.",1,6,1,0,0,0,0,0,0,1,0
1_00023,"It should be half past 12 in the afternoon. Oh, and make it for two.",1,15,2,0,0,0,0,0,1,0,1
1_00023,"Wait no, it's just 1 person.",1,7,1,0,0,1,0,0,1,0,0
1_00023,"Yeah, also do they have live music and liquor there?",1,10,1,1,0,0,0,0,0,0,0
1_00023,"Okay, thanks. I don't need any more help.",1,9,2,0,0,0,0,0,0,0,0
1_00024,I will be going to eat with a friend what expensive restaurants do you recommend?,1,15,1,1,1,0,0,0,0,0,0
1_00024,I want something with Fish but make it an average priced restaurant.,1,12,1,0,0,0,0,0,0,0,0
1_00024,I want to eat in Burlingame.,0,6,1,0,0,0,1,0,0,0,0
1_00024,That sounds great. Please make a reservation.,1,7,2,0,0,0,0,0,0,1,0
1_00024,At quarter to 1 in the afternoon.,0,7,1,0,0,0,0,0,1,0,0
1_00024,"Yes, that is correct. Do you have the phone number?",1,10,2,1,0,1,0,0,0,0,0
1_00024,"Thanks a lot, that would be all.",1,7,1,0,0,0,0,0,0,0,1
1_00025,I am tired of eating my cooking. I want to eat out tonight.,1,13,2,0,0,0,0,0,0,0,0
1_00025,I am in the mood for Izakaya cuisine.,1,8,1,0,0,0,0,0,0,0,0
1_00025,I want something in Rohnert Park,0,6,1,0,0,0,1,0,0,0,0
1_00025,That does not seems close by. Where is it located?,1,10,2,1,1,0,0,0,0,0,0
1_00025,Is there anything else? I want to go somewhere close to Pleasant Hill.,1,13,2,1,0,0,1,0,0,0,0
1_00025,Where is it located?,0,4,1,1,1,0,0,1,0,0,0
1_00025,It is closer and would work out perfectly for me.,1,10,1,0,0,0,0,0,0,0,1
1_00025,"Yes, reserve it for me.",0,5,1,0,0,0,0,0,0,0,0
1_00025,"8 in the night, for 1 person",0,7,1,0,0,0,0,0,1,0,0
1_00025,Great. Is there live music? Is it a costly restaurant?,1,10,3,1,0,0,0,0,0,1,0
1_00025,Try again to book a table for 2,0,8,1,0,0,1,0,0,1,0,0
1_00025,I would like a table for 11:45 in the morning.,1,10,1,0,0,0,0,0,1,0,1
1_00025,That would be great.,1,4,1,0,0,0,0,0,0,1,1
1_00025,That would be great.,1,4,1,0,0,0,0,0,0,1,1
1_00025,I appreciate your assistance.,1,4,1,0,0,0,0,0,0,0,0
1_00025,"No, you have be most helpful.",1,6,1,0,0,0,0,0,0,0,0
1_00026,I am looking for an inexpensive place to eat that has live music.,1,13,1,0,0,0,0,0,0,0,0
1_00026,"I'd like some soup, and I'm looking in San Ramon.",1,12,1,0,0,0,1,0,0,0,1
1_00026,What is their address and contact number?,0,7,1,1,1,0,0,0,0,0,0
1_00026,"Yes, that would work.",1,4,1,0,0,0,0,0,0,0,1
1_00026,"Yes, please make the reservation for 7:30 pm.",1,8,1,0,0,0,0,0,1,1,0
1_00026,"Yes, that's great. Do they serve liquor?",1,8,2,1,0,1,0,0,0,1,0
1_00026,"Thank you, that is all I need.",1,7,1,0,0,0,0,0,0,0,0
1_00027,Can you help me find somewhere to eat?,0,8,1,1,0,0,0,0,0,0,0
1_00027,Search in Cupertino for Dumplings.,0,5,1,0,0,1,1,0,0,0,0
1_00027,"Is it expensive, and do they serve alcohol?",0,8,1,1,0,0,0,0,0,0,0
1_00027,Can you look for another place to eat in Santa Clara?,0,11,1,1,0,0,1,0,0,0,0
1_00027,Can you suggest something in the moderate price range?,0,9,1,1,0,0,0,0,0,0,0
1_00027,"Great, can you make a reservation on the 7th of this month?",1,12,1,1,0,0,0,0,1,1,0
1_00027,How about 7:30 pm.,0,4,1,0,0,0,0,0,1,0,0
1_00027,"Yes, that's right. Do they serve alcohol?",0,8,2,1,0,1,0,0,0,0,0
1_00027,"Great, thanks, that's all I need.",1,7,1,0,0,0,0,0,0,0,0
1_00028,Hey! Today feeling so tired... Wish to have some food outside in a good restaurant... Can you find me one?,1,22,3,1,0,1,0,0,0,0,0
1_00028,I would love to taste some Seafood in San Mateo. Please find some good hotels.,1,15,2,0,0,0,1,0,0,1,1
1_00028,How much they charge? Can I have their street address?,0,10,2,1,1,0,0,0,0,0,0
1_00028,"Yup, that works. Please can you reserve at this restaurant?",1,10,2,1,0,0,0,0,0,1,0
1_00028,Probably at quarter past 1 in the afternoon.,0,8,1,0,0,0,0,0,1,0,0
1_00028,Yup! sounds good. I've a question... Did liquor is provided at this restaurant?,1,15,3,1,0,0,0,0,0,0,0
1_00028,Thanks for your time.,1,4,1,0,0,0,0,0,0,0,0
1_00028,"Nope, thanks a lot.",1,4,1,0,0,0,0,0,0,0,0
1_00029,I'm looking for somewhere in Dublin to have a meal and a drink.,0,14,1,0,0,0,1,0,0,0,0
1_00029,I feel like a burger.,1,5,1,0,0,0,0,0,0,0,0
1_00029,Do you have anything else?,0,5,1,1,0,1,0,1,0,0,0
1_00029,Do they have live music? What's the price range?,0,10,2,1,1,1,0,0,0,0,0
1_00029,Oh okay. Yeah sure that's fine.,1,7,2,0,0,0,0,0,0,0,0
1_00029,I'd like to make a reservation.,1,7,1,0,0,0,0,0,0,0,1
1_00029,5 pm please. There's 3 people in the group.,1,10,2,0,0,0,0,0,1,1,0
1_00029,Yeah that works fine. What's their address and phone number?,1,11,2,1,1,0,0,0,0,0,0
1_00029,Thanks a lot!,1,3,1,0,0,0,0,0,0,0,0
1_00029,"No thanks, that's all.",1,5,1,0,0,0,0,0,0,0,0
1_00030,"I am bored of eating food from home , i need a change . Will you find me a place to eat? It can be costly priced and i am very fond of it",1,32,3,1,0,0,0,0,0,0,0
1_00030,I need Pizza kind of food and i wish to eat in city Napa.,1,14,1,0,0,0,1,0,0,0,0
1_00030,Will you specify restaurant address and whether they have live music ?,0,11,1,1,0,0,0,0,0,0,0
1_00030,"Ok its fine , i prefer the same.",1,7,1,0,0,0,0,0,0,0,0
1_00030,"Yes sure, Please make a reservation and number of people is 2",1,12,1,0,0,0,0,0,1,1,0
1_00030,Please fix it at 11:30 am,1,6,1,0,0,0,0,0,1,1,0
1_00030,sorry make the reservation time as Morning 11:45,1,8,1,0,0,0,0,0,1,1,0
1_00030,ok its great and sounds good .Please inform me the contact number of that restaurant?,1,15,1,1,0,0,0,0,0,1,0
1_00030,Whether they serve liquor?,0,4,1,1,0,0,0,1,0,0,0
1_00030,ok thanks a lot for your kind help,1,8,1,0,0,0,0,0,0,0,0
1_00031,I'm starting to get hungry. I want to go eat at a nice restaurant.,1,15,2,0,0,0,0,0,0,0,0
1_00031,Milpitas.,0,1,1,0,0,0,1,0,0,0,0
1_00031,I feel like Cambodian tonight.,1,5,1,0,0,0,1,0,0,0,0
1_00031,That's exactly what I'm looking for.,1,8,1,0,0,0,0,0,0,0,0
1_00031,"Yes, I'd like to try this place out.",1,9,1,0,0,0,0,0,0,0,1
1_00031,6:30 pm. Please make the reservation for four people.,1,9,2,0,0,0,0,0,1,1,0
1_00031,Perfect. What are the prices at Anh Hong like?,0,9,2,1,1,0,0,0,0,0,0
1_00031,Thanks. You've been a big help.,1,7,2,0,0,0,0,0,0,0,0
1_00032,I'm planning on going out to eat later on. Can you help me find a place to eat at?,1,20,2,1,0,0,0,0,0,0,0
1_00032,I'd like to go to a restaurant in Martinez that serves Thai food.,1,14,1,0,0,0,1,0,0,0,1
1_00032,What's their phone number and do they serve alcohol?,0,10,1,1,1,0,0,0,0,0,0
1_00032,"Okay, great. I want to make a reservation please.",1,9,2,0,0,0,0,0,0,1,0
1_00032,Make the reservation for 7 pm.,0,6,1,0,0,1,0,0,1,0,0
1_00032,"No, make it for 1 person on next Monday please.",1,10,1,0,0,0,0,0,1,1,0
1_00032,"Yup, that's right. Can you tell me if they have a live band?",1,14,2,1,0,0,0,0,0,0,0
1_00032,Do you know if their menu is inexpensive and what their address is?,1,13,1,1,1,1,0,0,0,0,0
1_00032,"Great, thanks!",1,2,1,0,0,0,0,0,0,1,0
1_00032,No thanks. That's all I needed help with.,1,9,2,0,0,0,0,0,0,0,0
1_00033,I am looking for an intermediate priced eating place in the nearby area.,0,13,1,0,0,0,0,0,0,0,0
1_00033,Any place in Pleasanton which serves Ramen kind of food and also alcohol will be ideal.,1,16,1,0,0,0,1,0,0,0,0
1_00033,That is good a good choice. Please make a reservation for six people for 3rd of March.,1,17,2,0,0,0,1,0,1,1,0
1_00033,Reserve it for Twelve pm.,0,5,1,0,0,1,0,0,0,0,0
1_00033,Yes that is good.,0,4,1,0,0,0,0,0,0,0,0
1_00033,Thank you.,1,2,1,0,0,0,0,0,0,0,0
1_00033,No. This should be enough for now.,1,7,2,0,0,0,0,0,0,0,1
1_00034,I would like to it in a place in Pleasanton.,1,10,1,0,0,0,1,0,0,0,1
1_00034,I would love some Noodles,1,5,1,0,0,0,0,0,0,0,1
1_00034,Can you tell me the phone number?,0,7,1,1,0,0,0,0,0,0,0
1_00034,Sounds good,1,2,1,0,0,0,0,0,0,0,0
1_00034,Yes make it for 2 people,0,6,1,0,0,0,0,0,1,0,0
1_00034,I want to be at 6:45 in the evening,0,9,1,0,0,0,0,0,1,0,0
1_00034,No make it please at 12:45 for 4 people,1,9,1,0,0,0,0,0,1,1,0
1_00034,Yes is good.Tell me please if they serve Liquor and if they have a price range average priced,1,18,1,0,0,0,0,0,0,1,0
1_00034,Yes is ok,0,3,1,0,0,0,0,0,0,0,0
1_00034,Thank you very much that s all I need,1,9,1,0,0,0,0,0,0,1,0
1_00035,I'd like to find a place to eat.,1,9,1,0,0,0,0,0,0,0,1
1_00035,I'd like a Barbecue food restaurant in Campbell.,1,9,1,0,0,0,1,0,0,0,1
1_00035,Is Liquor available? Where are they located?,0,7,2,1,1,0,0,0,0,0,0
1_00035,Do you have any other suggestions that are also affordable?,0,10,1,1,0,1,0,0,0,0,0
1_00035,I'd like another kind of restaurant. I'd like Sushi.,1,11,2,0,0,0,0,0,0,0,1
1_00035,That's great.,1,3,1,0,0,0,0,0,0,1,0
1_00035,Yes I'd like to make a reservation.,1,8,1,0,0,0,0,0,0,0,1
1_00035,Please can you book it for 7:15 pm.,1,8,1,0,0,0,0,0,1,1,0
1_00035,"No, I'd like to book for March 14th.",1,9,1,0,0,0,1,0,1,0,1
1_00035,Perfect.,0,1,1,0,0,0,0,0,0,0,0
1_00035,Do they serve alcohol? what is their phone number?,0,9,2,1,1,1,0,0,0,0,0
1_00035,That's great. I don't need anything else right now.,1,11,2,0,0,0,0,0,0,1,0
1_00036,Will you find me a place to eat?,0,8,1,1,0,0,0,0,0,0,0
1_00036,Palo Alto.,0,2,1,0,0,0,1,0,0,0,0
1_00036,Brazilian.,0,1,1,0,0,0,1,0,0,0,0
1_00036,Great. Please make a reservation.,1,5,2,0,0,0,0,0,0,1,0
1_00036,Quarter past 5 in the evening.,0,6,1,0,0,0,0,0,1,0,0
1_00036,"No, change it to evening 6:15.",0,6,1,0,0,0,0,0,1,0,0
1_00036,Great. How pricey? What's their number?,1,7,3,1,1,0,0,0,0,1,0
1_00036,Thanks.,1,1,1,0,0,0,0,0,0,0,0
1_00036,"No, thanks.",1,2,1,0,0,0,0,0,0,0,0
1_00037,Will you find me somewhere to eat?,0,7,1,1,0,0,0,0,0,0,0
1_00037,"I really need good pasta, I'm underweight.",1,8,1,0,0,0,0,0,0,0,0
1_00037,"Campbell please, thanks.",1,3,1,0,0,0,1,0,0,1,0
1_00037,I need someplace cheaper. I want to eat a lot for not very costly.,1,14,2,0,0,0,0,0,0,0,0
1_00037,Where are they located?,0,4,1,1,1,0,0,1,0,0,0
1_00037,What's the situation with live music there?,0,8,1,1,1,0,0,0,0,0,0
1_00037,Please give a better choice.,1,5,1,0,0,0,0,0,0,1,0
1_00037,You have found a winner.,1,5,1,0,0,0,0,0,0,0,0
1_00037,Please do that.,1,3,1,0,0,0,0,0,0,1,0
1_00037,5:30 pm should be prime pasta time.,1,7,1,0,0,0,0,0,1,0,1
1_00037,Do they have been and liquor?,0,6,1,1,0,1,0,1,0,0,0
1_00037,"Great, I want to toast the victory of the team.",1,10,1,0,0,0,0,0,0,1,0
1_00037,Nothing much. I'm good.,1,5,2,0,0,0,0,0,0,0,0
1_00038,"I want to eat out at an intermediate priced location, can you find me some options?",1,16,1,1,0,0,0,0,0,0,0
1_00038,I want to go to Milpitas. Spicy Indian food sounds perfect.,1,11,2,0,0,0,1,0,0,0,0
1_00038,Is there live music? What's the contact number?,0,9,2,1,1,0,0,0,0,0,0
1_00038,"Well, it works for me, can you make a reservation for 4 people at 1 o""clock in the afternoon?",1,21,1,1,0,0,0,0,1,0,0
1_00038,"No, actually I want it for 3 people, and at evening 7:45.",0,12,1,0,0,0,0,0,1,0,0
